Retro High Neutral Grey Hyper Crimson,Jordan 1,01/24/2019,null,multi,us,m,7,18,205,405,"Get hype like never before with these new Jordan 1 Retro High Neutral Grey Hyper Crimson. This AJ1 comes with a black upper plus grey and red accents, grey Nike “Swoosh”, white midsole, and grey sole. 
These sneakers released in January 2019 and retailed for $160. ",casual,https://stockx.com/air-jordan-1-retro-high-neutral-grey-hyper-crimson
Retro High Bred Toe,Jordan 1,02/24/2018,null,multi,us,m,7,18,494,666,"Combining elements of three certified classic AJ1’s, the 2018 Jordan 1 Retro High Bred Toe is like the Coachella lineup of OG 1s. Coming in gym red, black, and summit white, with red on the toe box, outsole, and wrapping around the ankle and heel, white side panels and midsole and black covering the rest of the sneaker, it’s a perfectly balanced mash-up of the Banned, Chicago, and Black Toe all in one. 
Originally releasing in February of 2018, the Bred toe has been one of the most popular sneakers on StockX since its drop. For fans of the AJ1, this colorway is a must Bid.",casual,https://stockx.com/air-jordan-1-retro-high-bred-toe
Retro High Shadow ,Jordan 1,04/14/2018,null,multi,us,m,4,18,511,569,"Despite the name, the Air Jordan 1 Shadows are a pair that will put any fit of yours firmly in the spotlight. This very rare OG colorway has now hit shelves only three times, making these a must-own for any AJ1 collector. 
The shoe features a black and grey leather upper with original “Nike Air” branding on the tongue tag and insoles, along with a white midsole and black outsole. Dropping in April of 2018, they were released in mens and gradeschool sizes. ",casual,https://stockx.com/air-jordan-1-retro-high-shadow-2018
Retro Royal,Jordan 1,04/01/2017,null,multi,us,m,7,15,386,464,null,casual,https://stockx.com/air-jordan-1-retro-black-blue-2017
Retro High Rookie of the Year,Jordan 1,11/17/2018,null,multi,us,m,3.5,18,660,798,"What better way to celebrate MJ’s rookie of the year award than clinching the Jordan 1 Retro High Rookie of the Year. 
This unique shoe comes with a white and harvest leather upper, black Nike “Swoosh”, white midsole, and a black sole. While taking a trip down memory lane, the sneaker released in October 2018 and retailed for $160. ",casual,https://stockx.com/air-jordan-1-retro-high-rookie-of-the-year
Retro High Twist,Jordan 1,05/10/2019,null,multi,us,w,5,12,1172,1558,"Add a twist to your sneaker rotation and grab the Jordan 1 Retro High Twist (W). This AJ 1 comes with a white upper plus black accents, black Nike “Swoosh”, white midsole, and a black sole. 
These sneakers released in May 2019 and retailed for $160. ",casual,https://stockx.com/air-jordan-1-retro-high-black-white-w
Low SB QS Lance Mountain Desert Ore,Jordan 1,12/09/2019,null,multi,us,m,7,18,243,277,"Nike Skateboarding follows up their hot streak of Air Jordan 1 releases with the Jordan 1 Low SB QS Lance Mountain Desert Ore, now available on StockX. This is not the first time that a Lance Mountain SB has embraced wear and tear to achieve the unveiling of a new design. In 2014, Nike SB released an AJ 1 High in black and white that would reveal “Bred” and Royal” colorways underneath upon wear. 
This Jordan 1 Low features a a wear-away desert ore canvas build that reveals a new color once worn enough. The right shoe features a UNC colorway, while the left comes in the classic Royal pallette. 
These sneakers released in December of 2019 and retailed for $120",casual,https://stockx.com/air-jordan-1-low-sb-desert-ore
Retro High OG Defiant Couture,Jordan 1,02/23/2019,null,multi,us,m,7,15,175,215,"Add some new kicks to your couture swag and grab the Jordan 1 Retro High OG Defiant Couture. This AJ 1 sports a black upper with red accents, black Nike “Swoosh”, white midsole, and a white sole. 
These sneakers released in February 2019 and retailed for $175. ",casual,https://stockx.com/air-jordan-1-retro-high-og-defiant-couture
Retro High Game Royal,Jordan 1,07/18/2018,null,multi,us,m,7,18,386,464,"A modern-day twist on the classic black/royal’s, the Jordan 1 Retro High Alternate Black Royal is an insta-classic for any fan of the AJ1s. Coming in game royal, black and summit white., these Jordan 1s sport royal blue and white upper with black accents. 
Their release date was in March of 2018 and retailed for the usual $160 in men’s sizes, and gradeschool sizes for, $120. ",casual,https://stockx.com/air-jordan-1-retro-black-blue-2017
Retro High Off-White University Blue,Jordan 1,06/23/2018,null,multi,us,m,4,15,1774,2126,"Time for some Tobacco Road vibes with these Jordan 1 Retro Off-Whites. Also known as the “UNC” editions, these Jordan 1s are the third colorway designed by Virgil Abloh and made in collaboration with his Off-White label. 
The sneakers come in a white, dark powder blue and cone colorway, with a white and blue deconstructed leather upper and Off-White detailing throughout. 
If you’re a fan of Virgil Abloh’s work and want to rep Off-White, this pair is another must-have.",casual,https://stockx.com/air-jordan-1-retro-high-off-white-university-blue
Mid SE Fearless Maison Chateau Rouge,Jordan 1,11/30/2019,null,multi,us,m,5.5,16,417,583,"As part of the Fearless Pack, Jordan Brand tapped Parisian lifestyle brand Maison Chateau Rouge to design the Jordan 1 Mid SE Maison Château Rouge, now available on StockX. 
Taking its name from Paris’s multicultural Château-Rouge neighbourhood, Maison Château Rouge is inspired by African heritage and the gathering of multiple cultures. The mixture of colours and textural patterns on this AJ 1 Mid represents this richness and diversity. ",casual,https://stockx.com/air-jordan-1-mid-se-fearless-maison-chateau-rouge
Retro Low OG SP Travis Scott,Jordan 1,07/20/2019,Travis Scott,multi,us,m,7,15,853,1037,"Building off the success of their previous collaborations, Travis Scott adds yet another new design to his collaborative relationship with Jumpman via the Air Jordan 1 Low Travis Scott, now available on StockX. 
Travis teased the release of this shoe while on his Astroworld tour, leaving fans of both his music and the Jordan Brand alike with one question: When are these shoes dropping? On the Friday night of July 19, 2019, Travis answered the masses by making them available on his website, with a release on the SNKRS app following the next day. ",casual,https://stockx.com/air-jordan-1-retro-low-travis-scott
Retro High Off-White Chicago,Jordan 1,09/09/2017,null,multi,us,m,4,14,4017,4583,"The Off-White x Air Jordan 1 Retro High OG was one of the most highly anticipated footwear collaborations of 2017. It marked the first time Virgil Abloh, founder of the Milan-based fashion label and Jordan Brand had teamed up. Nicknamed ""The 10"" edition, this pair comes in the original Chicago-themed white, black and varsity red colorway. 
Featuring a white, red and black-based deconstructed leather upper with a Swooshless medial side branded with ""Off-White for Nike Air Jordan 1, Beaverton, Oregon, USA © 1985."" Other details include: floppy ankle collars with hidden “85” written on the inside, an oversized off-centered Swoosh on the lateral sides, ",casual,https://stockx.com/air-jordan-1-retro-high-off-white-chicago
Retro High Union Los Angeles Black Toe,Jordan 1,11/17/2018,null,multi,us,m,3.5,15,"2,157",2681,"Lights, Cameras, Action! Nike has officially gone Hollywood and released the Jordan 1 Retro High Union Los Angeles Black Toe. This unique Jordan 1 comes with a white leather upper with a red accent, black Nike “Swoosh”, cream midsole, and red sole. 
These sneakers released in November 2018 and retailed for $190. ",casual,https://stockx.com/air-jordan-1-retro-high-union-los-angeles-black-toe
OG Chicago (1985),Jordan 1,09/16/1985,null,multi,us,m,9.5,null,2518,11258,null,casual,https://stockx.com/jordan-1-og-chicago-1985
Retro High Union Los Angeles Blue Toe,Jordan 2,11/17/2018,null,multi,us,m,4,13,1423,2171,"Catch everyone’s eye while rocking the Jordan 1 Retro High Union Los Angeles Blue Toe. This Jordan 1 is sporting a white leather upper with blue accents, blue Nike “Swoosh”, cream midsole, and a blue sole. 
These sneakers released in November 2018 and retailed $190.",casual,https://stockx.com/air-jordan-1-retro-high-union-los-angeles-blue-toe
Nike Dunk High Varsity Maize,Nike,12/09/2020,null,multi,us,m,3.5,15,172,200,"Another one of the first Nike Dunk colorways from the 1985 “Be True To Your School” returned in 2020, this time in the form of the Nike Dunk High Varsity Maize. 
The Varsity Maize colorway pays homage to the University of Iowa, one of the first universities to partner with Nike. Also known as the “Golden Rod”, the Nike Dunk High Iowa has inspired a few renowned Dunks, most notably the 2005 Nike SB Dunk High Golden Rod and the Wu-Tang Dunk High.",basketball,https://stockx.com/nike-dunk-high-black-varsity-maize
Nike Dunk High Ambush Black White,Nike,12/11/2020,Ambush,multi,us,m,3.5,15,361,439,"Tokyo-based fashion label AMBUSH teamed up with Nike to add an abstract twist to the Dunk High silhouette with the Nike Dunk High Ambush Black. 
This collaboration draws its inspiration from Japanese bike, car, and truck culture, which explains the re-imagined proportions on the silhouette that almost make it look aerodynamic. Features like the extended Swoosh and prominent heel counter nod to the extended tail pipes and lifted rear chassis of motorcycles and trucks.",basketball,https://stockx.com/nike-dunk-high-ambush-black-white
Nike Air Force 1 Low White '07,Nike,11/24/2007,null,white,us,m,6,16,105,123,"Force the sneaker community to respect you and grab the Air Force 1 Low White '07. This AF 1 Low comes with a white upper, white Nike ""Swoosh"", white midsole, and a white sole.",casual,https://stockx.com/nike-air-force-1-low-white-07
Nike Air Force 1 Low Stussy Black,Nike,12/11/2020,Stüssy,black,us,m,3.5,18,222,268,"Following the success of their collaborative Spiridon Cage 2s, Nike and Stüssy joined forces once again to add a woven flair to the classic Air Force 1 silhouette with the Nike Air Force 1 Low Stüssy Black. 
The Nike Air Force 1 Low Stüssy Black features a hemp-like woven upper with heavily embroidered Swooshes and an alternate, long-haired textile on the heel tabs. Leather interiors, dual-branded tongue tags, and a Stüssy double “S” logo embroidered on the toe box finalize this re-iterated classic. 
The Nike Air Force 1 Low Stüssy Black released in December of 2020 and retailed for $130.",casual,https://stockx.com/nike-air-force-1-low-stussy-black
Nike Blazer Mid 77 Vintage White Black,Nike,03/25/2019,,white,us,m,3.5,15,101,130,"This Blazer Mid comes with a white upper plus grey accents, black Nike “Swoosh”, sail midsole, and a sail sole. These sneakers released in March 2019 and retailed for $100.",casual,https://stockx.com/nike-blazer-mid-77-vintage-white-black
Nike Air Force 1 Low G-Dragon Peaceminusone Para-Noise 2.0,Nike,11/25/2020,G-Dragon,white,us,m,4,15,434,574,"After a year-long hiatus, K-Pop star G-Dragon’s fashion label, Peaceminusone, teamed up with Nike once again to release the Nike Air Force 1 Low Peaceminusone Para-noise 2.0. This sequel release follows the same DIY theme as last year’s AF-1 Para-noise, only this time the colorway was flipped. 
The Air Force 1 Low Peaceminusone Para-noise 2.0 features a white upper treated with a special lacquer coating that will rub off over time, revealing G-Dragon’s hidden artwork.",casual,https://stockx.com/nike-air-force-1-low-g-dragon-peaceminusone-para-noise-20
Nike Air Force 1 Low Stussy Fossil,Nike,12/11/2020,Stüssy,Beige,us,m,3.5,18,417,473,"Following the success of their collaborative Spiridon Cage 2s, Nike and Stüssy joined forces once again to add a woven flair to the classic Air Force 1 silhouette with the Nike Air Force 1 Low Stüssy Fossil Stone. 
The Nike Air Force 1 Low Stüssy Fossil Stone features a hemp-like woven upper with heavily embroidered Swooshes and an alternate, long-haired textile on the heel tabs. Leather interiors, dual-branded tongue tags, and a Stüssy double “S” logo embroidered on the toe box finalize this re-iterated classic. 
The Nike Air Force 1 Low Stüssy Fossil Stone released in December of 2020 and retailed for $130.",casual,https://stockx.com/nike-air-force-1-low-stussy-fossil
Nike Kobe 5 Protro Bruce Lee,Nike,11/24/2020,null,multi,us,m,3.5,18,242,288,"Known as one of the most coveted Kobe colorways of all time, the Kobe V Bruce Lee made a come back in 2020. The Kobe V Bruce Lee originally debuted in 2010, the year that Kobe won his final championship. This week, Nike is adding this iconic colorway to its Protro series, a Kobe line that meshes retro silhouettes with modified cushioning and construction. 
The Kobe V Protro Bruce Lee is inspired by two classic Bruce Lee films, Game of Death and Enter the Dragon. Black and Yellow paneling on the upper pays homage to the one-piece jumpsuit that Lee wore in Game of Death (famously duplicated in Kill Bill), while the red scratch marks on the lateral side pay tribute to the final fight sequence from Enter The Dragon.",basketball,https://stockx.com/nike-kobe-5-protro-bruce-lee
Nike Air Max 95 OG Neon (2020),Nike,12/17/2020,null,multi,us,m,6,15,205,283,null,training,https://stockx.com/nike-air-max-95-og-neon-2020
Nike Dunk Low Ceramic (2020),Nike,11/19/2020,null,multi,us,m,3.5,16,255,285,"The Nike Dunk Low Ceramic made its return in 2020. Originally released in 2001, the Ceramic colorway was a part of the “Ugly Duckling” pack with fellow pack-mates the Veener and Plum, which have each seen a retro treatment in 2020. This week’s release brings back the nearly 10-year old colorway, giving fans of the OG pair a way to re-up or add it to their collection. 
Similar to the other colorways within the pack, the Nike Dunk Low Ceramic is composed of a premium suede upper. Orange appears throughout the upper with hits of black and green on the toe and Nike Swoosh. Lastly, a mesh tongue wraps the sneaker up, bringing it back in true original form. The Nike Dunk Low Ceramic released in November of 2020 for $100.",casual,https://stockx.com/nike-dunk-low-ceramic-2020
Nike Dunk High SP Varsity Purple (W),Nike,12/03/2020,null,multi,us,w,5,12,191,229,"Fans of the Nike Dunk High have a lot to celebrate in 2020, as the classic basketball model has made an impactful return. Winter 2020 delivered the first women’s exclusive release of the model with the Nike Dunk High Varsity Purple (W). This release draws inspiration from the Japanese exclusive City Attack Dunk High which released in 1999.
The Nike Dunk High Varsity Purple receives the OG treatment when it comes to color-blocking. Featuring a mix of smooth white and Varsity Purple leather on the upper, this upcoming release holds similar two-toned features as the Spartan Green and Maize colorways. What makes this version stand out is its translucent purple outsole and gold embroidered tongue tag.
The Nike Dunk High Varsity Purple released in December of 2020 and retailed for $120.",basketball,https://stockx.com/nike-dunk-high-sp-varsity-purple-w
Nike Air Max 90 Nordic Christmas (2020),Nike,12/07/2020,null,multi,us,m,6,15,138,178,null,casual,https://stockx.com/nike-air-max-90-christmas-sweater-2020
Nike SB Dunk Low Frame Skate Habibi,Nike,null,Frame Skate,multi,us,m,4,15,544,598,null,casual,https://stockx.com/nike-sb-dunk-low-frame-skate-habibi
Nike Air Force 1 Low Supreme White,Nike,03/05/2020,Supreme,white,us,m,4,14,199,251,"Supreme and Nike paid homage to an NYC classic with the release of the Nike Air Force 1 Low Supreme White, now available on StockX. This collaboration adds Supreme’s world-renowned Box Logo to the side of a traditional all-white Air Force 1 design.
This Air Force 1 Low is comprised of an all-white leather upper with matching soles and detailing. A red Supreme Box Logo placed on the outside heel and alternate red branded 3M laces complete the design. These sneakers released in March of 2020 and retailed for $96.",casual,https://stockx.com/nike-air-force-1-low-supreme-box-logo-white
Nike Air Rubber Dunk Off-White UNC,Nike,10/01/2020,Virgil Abloh,multi,us,m,3.5,16,301,337,"The Nike Air Rubber Dunk, designed by Off-White founder Virgil Abloh, touched down in 2020, debuting the designer’s first-ever signature sneaker with the sportswear giant. This UNC colorway is one of three from the pack.
The upper on the Nike Air Rubber Dunk UNC is composed of rubber, synthetic leathers, and mesh. Raw edges can be found on the tongue, bringing a deconstructed element that Virgil Abloh is known for adding to his Nike collabs. Finally, the midsole carries on the rubber theme, as rubber enclosures are placed around the Air Bubble unit.
The Nike Air Rubber Dunk Off-White UNC released in October of 2020.

",casual,https://stockx.com/nike-air-rubber-dunk-off-white-unc
Nike SB Dunk Low Wheat (2020),Nike,,null,brown,us,m,4,15,180,258,null,casual,https://stockx.com/nike-sb-dunk-low-wheat-2020
Nike Dunk Low Veneer (2020),Nike,11/10/2020,null,multi,us,m,3.5,16,280,304,"Following February 2020’s release of the Nike Dunk Low Plum, Nike made the next step to completely retro the 2001 CO.JP Ugly Duckling Pack with the re-release of the Nike Dunk Low Veneer. Similar to the Plum Dunk Low, the Veneer colorway had never seen a retro until this 2020.
The Nike Dunk Low Veneer arrived in its OG form. Premium suede wraps the upper in shades of brown, green, and purple, providing nostalgic appeal for those who missed out on the 2001 issue. A mesh tongue, embroidered Nike lettering on the heel, and a white and purple sole add finishing touches to this cult classic.
The Nike Dunk Low CO.JP Veneer released in November of 2020 and retailed for $100.",casual,https://stockx.com/nike-dunk-low-veneer-2020
Nike Air VaporMax Plus Triple Black,Nike,01/25/2018,null,black,us,m,4,15,158,186,null,training,https://stockx.com/nike-air-vapormax-plus-triple-black
Nike SB Dunk High Concepts Turdunken,Nike,11/23/2020,Concepts,multi,us,m,4,15,252,296,"Every year, Boston-boutique, Concepts, delivers some of the most creative collaborations to date. From their Kennedy New Balances to new colorways of their Nike SB Dunk Lobster collection, Concepts never misses on telling stories through their partnerships with brands. In 2020, they released one of their most over-the-top sneakers to date with the Nike SB Dunk High Turdunken.
The Nike SB Dunk Turdunken takes inspiration from mallards and Thanksgiving traditions. The sneaker holds iridescent material on the tongue and Swoosh to represent the bird’s colorful head and feathers. The side panels feature textured leather, mimicking bird feathers as well, while plush materials on the heel and toe imitate down jackets worn by hunters. A Hyper Orange outsole adds to the hunting-season aesthetic.
The Nike SB Dunk Turdunken released in November of 2020 for $120.",casual,https://stockx.com/nike-sb-dunk-high-concepts-turdunken
Nike Vaporwaffle sacai Sport Fuchsia Game Royal,Nike,11/13/2020,Sacai,multi,us,m,3.5,15,374,470,"In the spring of 2020, Sacai unveiled the Nike VaporWaffle as part of their Fall 2020 Menswear runway show. The silhouette featured an even more abstract design than its predecessor, the Nike LD Waffle Sacai.
The Nike Sacai Vaporwaffle Royal Fuchsia holds similar attributes that are present in the Swoosh’s original Waffle sole, but flips it on its head by adding a thicker, stacked midsole that peeks out from the heel. Next, the upper features white and grey suede and mesh to its entirety for breathability. Just like their past projects with Nike, Sacai adds both a second fuchsia Swoosh and tongue to the sneaker, continuing their layered motif.
The Nike Sacai Vaporwaffle Royal Fuchsia released in November of 2020 and retailed for $180.",training,https://stockx.com/nike-vaporwaffle-sacai-sport-fuchsia-game-royal
Nike Air Force 1 Low White Black (2020),Nike,01/01/2020,null,white,us,m,4,16,98,114,null,casual,https://stockx.com/nike-air-force-1-low-white-black-2020
Nike Blazer Mid 77 White Black (W),Nike,04/01/2020,null,white,us,w,5,12,98,118,null,casual,https://stockx.com/nike-blazer-mid-77-white-black-w
Nike Air Force 1 Shadow White Glacier Blue Ghost (W),Nike,null,null,multi,us,w,5,12,165,223,null,casual,https://stockx.com/nike-air-force-1-shadow-white-glacier-blue-ghost-w
Nike Air Max 90 Infrared (2020),Nike,11/09/2020,null,multi,us,m,6,15,159,169,"The Nike Air Max 90 Infrared returned in its original form to celebrate the model’s 30th Anniversary. While younger Air Max fans might refer to the silhouette as the Air Max 90 Infrared, (referencing its release in 1990), the original colorway was dubbed Hyvent Orange. How the name shifted over time can’t be traced to one source directly, but it’s clear that the Infrared name stuck, and the rest is history.
The Nike Air Max 90 Infrared arrives in a mix of white mesh, black leather, and grey suede with Infrared inserts on the midfoot, heel tab, and mudguard. A white Air bubble, classic Nike Air branding on the heel tab, and a black and Infrared sole complete the retro design.
The Nike Air Max 90 Infrared released in November of 2020 and retailed for $140. Learn more about the history of the Air Max 90 Infrared ",training,https://stockx.com/nike-air-max-90-infrared-2020
Nike SB Dunk Low atmos Elephant,Nike,11/11/2020,null,multi,us,m,4,15,311,358,"Nike SB paid homage to the Air Max 1 atmos and added the iconic elephant print to the Dunk with the Nike SB Dunk Low atmos Elephant. While this SB Dunk is not an official atmos collaboration, it definitely looks the part.
The Nike SB Dunk Low atmos Elephant features a white leather and black nubuck upper with Cement Grey Elephant print overlays and a Clear Jade Swoosh. A padded SB tongue, Elephant print heel tab with Nike embroidery, white midsole, and black outsole complete the design.
The Nike SB Dunk Low atmos Elephant released in November of 2020 and retailed for $100.",casual,https://stockx.com/nike-sb-dunk-low-atmos-elephant
Nike Vaporwaffle sacai Black White,Nike,11/13/2020,Sacai,black,us,m,3.5,15,533,607,"After months of anticipation, Nike and Sacai officially released the Nike Sacai Vaporwaffle, the latest addition to their ongoing collaboration. The VaporWaffle debuted in early 2020 as part of Sacai’s Fall 2020 Menswear runway show, and featured an even more abstract design than its predecessor, the Nike LD Waffle Sacai.
The Nike Sacai Vaporwaffle Black / White takes cues from the Swoosh’s original Waffle sole and flips it on its head by adding a thicker, stacked midsole that peeks out from the heel. Next, the upper shares similarities with the Nike Cortez, but swaps out the traditional leather with black suede and mesh to its entirety for breathability. Just like their past projects with Nike, Sacai adds both a second Swoosh in white and tongue to the sneaker, continuing their layered motif.
The Nike Sacai Vaporwaffle Black / White released in November of 2020 and retailed for $180.",training,https://stockx.com/nike-vaporwaffle-sacai-black-white
Nike Air Force 1 Low White 2018 (W),Nike,01/01/2018,null,white,us,w,5,12,65,89,null,casual,https://stockx.com/nike-air-force-1-low-white-2018-w
Nike React Element 87 Anthracite Black,Nike,06/14/2018,null,black,us,m,4,15,62,92,"Since first being spotted on the runway during a Paris Fashion Week Show in March, the Nike React Element 87 has been of the most hyped shoes of 2018. Mimicking a Virgil Abloh-esque deconstructed style the react Element 87 features a transcluscent upper and a React-cushioned midsole. 
Released exclusively overseas in June, this pair saw an American release in July 2018 at a retail price of $160.",training,https://stockx.com/nike-react-element-87-anthracite-black
Nike Kobe 5 Protro Bruce Lee Alternate,Nike,11/24/2020,Kobe V Bruce Lee,multi,us,m,3.5,18,251,299,"If you thought the legendary Kobe V Bruce Lee would get a reissue without anything else special lined up, you must have underestimated the importance of this occasion. In addition to the Kobe V Protro Bruce Lee, Nike released a brand new colorway inspired by Bruce Lee with the Kobe V Protro Bruce Lee Alternate.
The Kobe V Protro Alternative Bruce Lee delivers a black and white take on the original. Black and white paneling comprise the upper while hits of red can be seen outlining the Swoosh and on the lateral side scratch marks, tributing Enter the Dragon. A white and black Zoom sole, yellow heel cushioning, and silver Kobe branding on the tongue completes this alternate design.
The Kobe V Protro Alt Bruce Lee released in November of 2020 for $180.",training,https://stockx.com/nike-kobe-5-protro-bruce-lee-alternate
Nike Dunk High SP Pure Platinum,Nike,11/13/2020,null,white,us,m,3.5,18,143,153,null,basketball,https://stockx.com/nike-dunk-high-sp-white-grey
Nike Air Max 2 CB 94 Triple Black (2020),Nike,10/01/2020,null,black,us,m,6,15,138,200,null,basketball,https://stockx.com/nike-air-max-2-cb-94-triple-black-2020
Nike Air Max 97 Slime Halloween (2020),Nike,10/28/2020,null,multi,us,m,6,15,168,212,null,not sure,https://stockx.com/nike-air-max-97-slime-halloween-2020
Nike Dunk Low Disrupt Black White (W),Nike,09/04/2020,null,multi,us,w,4.5,12,155,163,null,basketball,https://stockx.com/nike-dunk-low-disrupt-black-white-w
Nike Air More Uptempo Black White (2016/2020),Nike,03/23/2016,null,black,us,m,6,15,176,190,null,basketball,https://stockx.com/nike-air-more-uptempo-black-white-2016
Nike Dunk High Spartan Green,Nike,09/18/2020,null,multi,us,m,3.5,18,252,302,"The Dunk High makes its retro return in 2020 with the release of the Nike Dunk High Spartan Green. Ever since Virgil Abloh put his touch on the Dunk Low back in 2019, the traditional basketball silhouette has gained a lot of traction in the new decade for its retro look. After a plethora of Dunk Low releases, it’s the Nike Dunk High’s turn to touch down on the sneaker scene.
The Nike Dunk High Spartan Green, also known as the Nike Dunk High Pro Green, brings back the familiar shape of the beloved sneaker design. The Dunk High’s upper features full-grain white and Spartan Green leather on the Swoosh and vamps. Perforations found in the toe give bring complete breathability to the feet. Original “Wings” can be found towards the ankle of the sneaker, giving the wearer the ability to style the sneaker as they see fit. 
The Nike Dunk High Spartan Green released in September of 2020 for $120.",basketball,https://stockx.com/nike-dunk-high-pro-green
Nike Air Force 1 Low Orange Skeleton,Nike,10/28/2020,null,orange,us,m,4,18,172,200,"In 2018, Nike started to release Skeleton-themed Air Force 1s in October in celebration of Halloween. Two years later, the Swoosh continued the tradition and released another Air Force 1 Skeleton, only this time with a colorful new look.
The Nike Air Force 1 Orange Skeleton comes dressed in an all-orange leather upper with a skeleton x-ray print on each side of the upper. Similar to the candle-lit glow of a Jack-O-Lantern, this release features a glow-in-the-dark translucent sole that is geared to light up your step. Glossy black lace tags, Nike Air branding on the tongue, and a skeleton printed insole complete this spooky AF1.
The Nike Air Force 1 Orange Skeleton released in October of 2020 and retailed for $130.",casual,https://stockx.com/nike-air-force-1-low-orange-skeleton
Nike Kybrid S2 Best Of,Nike,10/30/2020,Kyrie Irving,multi,us,m,3.5,18,145,167,null,basketball,https://stockx.com/nike-kybrid-s2-best-of
Nike Air VaporMax Flyknit 3 Oreo,Nike,05/02/2019,null,black,us,m,4,16,151,183,null,training,https://stockx.com/nike-air-vapormax-flyknit-3-oreo
Nike SB Dunk Low J-Pack Chicago,Nike,09/01/2020,Michael Jordan,multi,us,m,4,15,424,490,"The latest Nike SB Dunk J-Pack Chicago keeps Jordan Brand’s relationship with skateboarding strong. For those that don’t know, before the plethora of options for proper skateboarding footwear, skaters in the 80s and 90s preferred boarding in Air Jordan 1s. The sneaker’s high top construction provided the proper amount of ankle support needed to bare various skateboarding tricks. The recent addition to the Nike SB Dunk J-Pack pays homage to Air Jordan 1’s involvement with early skate culture.
This Nike SB Dunk Low J-Pack Chicago has something that both Jordan and SB heads will enjoy. The classic SB Dunk Low silhouette is dressed in a Chicago Jordan 1 red, white, and black leather colorway. From there, a fat tongue and oval laces introduce the skateboarding aspect of the sneaker.
The Nike SB Dunk Low J-Pack Chicago release in September 2020 for $95.",basketball,https://stockx.com/nike-sb-dunk-low-j-pack-chicago
Nike Air Rubber Dunk Off-White Green Strike,Nike,10/01/2020,Virgil Abloh,black,us,m,3.5,16,311,325,"It’s surprising to note that Virgil Abloh has never made a signature Nike sneaker. Sure he’s added his Off-White notes to many of the Swoosh’s silhouettes but never made his own sneaker.The Nike Rubber Dunk Green Strike is one of three from a pack to debut the fashion designer’s first signature sneaker, putting him in the space of fellow fashion designers Kanye West and Jerry Lorenzo, as each worked with Nike to create something from scratch.
As its name suggests, the upper is composed of rubber accents throughout with a mix of synthetic leather and mesh for breathability. The raw-edged tongue adds that deconstructed look that’s consistent with other Off-White and Nike collabs. Finally, the midsole continues the rubber theme with rubber enclosures around the Air Bubble unit.
The Nike Air Rubber Dunk Off-White Green Strike released in October of 2020.",basketball,https://stockx.com/nike-air-rubber-dunk-off-white-green-strike
Nike Air Total Max Uptempo Black Volt,Nike,12/12/2020,null,black,us,m,3.5,18,207,243,null,basketball,https://stockx.com/air-total-max-uptempo-black-volt
Nike Air Force 1 LX Reveal Black Swoosh (W),Nike,04/25/2020,null,white,us,w,5,12,173,227,null,casual,https://stockx.com/nike-air-force-1-lx-tear-away-sail-w
Alexander McQueen Oversized Ivory Black (W) ,Alexander McQueen,null,null,white,eu,w,34,42,387,473,null,casual,https://stockx.com/alexander-mcqueen-oversized-ivory-black-w
Alexander McQueen Oversized Ivory Black,Alexander McQueen,null,null,white,eu,m,39,47,425,511,null,casual,https://stockx.com/alexander-mcqueen-oversized-ivory-black
Alexander McQueen Oversized Black White,Alexander McQueen,null,null,black,eu,m,39,46,460,600,null,casual,https://stockx.com/alexander-mcqueen-oversized-black-white
Alexander McQueen Oversized Worker Blue,Alexander McQueen,null,null,white,eu,m,39,45,447,519,null,casual,https://stockx.com/alexander-mcqueen-oversized-worker-blue
Alexander McQueen Oversized Red,Alexander McQueen,null,null,white,eu,m,39,45.5,451,509,null,casual,https://stockx.com/alexander-mcqueen-oversized-red
Alexander McQueen Oversized Black White Sole (W),Alexander McQueen,null,null,black,eu,w,34,42,307,393,null,casual,https://stockx.com/alexander-mcqueen-oversized-black-white-sole-w
Alexander McQueen Oversized Black White Sole,Alexander McQueen,null,null,black,eu,m,39,46,390,548,null,casual,https://stockx.com/alexander-mcqueen-oversized-black-white-sole
Alexander McQueen Oversized Triple Black,Alexander McQueen,null,null,black,eu,m,39,44,286,439,null,casual,https://stockx.com/alexander-mcqueen-oversized-triple-black
Off-White Industrial Slides Black FW20,Off-White,null,null,black,eu,m,39,46,221,277,null,lounge,https://stockx.com/off-white-industrial-slides-black-fw20
Gucci Web Slide Sandal Black,Gucci,null,null,black,uk,m,5,14,221,245,null,lounge,https://stockx.com/gucci-web-slide-sandal-black
Gucci Rubber Slides Red Green,Gucci,null,null,black,uk,m,5,14,253,291,null,lounge,https://stockx.com/gucci-rubber-slides-red-green
Dior B23 High Top Logo Oblique,Dior,null,null,multi,eu,m,34,47,1063,1539,null,casual,https://stockx.com/dior-b23-high-top-logo-oblique
Common Projects Original Achilles White,Common Projects,null,null,white,eu,m,38,47,282,328,null,casual,https://stockx.com/common-projects-original-achilles-white
Gucci Bambi Web Silver,Gucci,null,null,grey,uk,m,5.5,16,513,727,null,casual,https://stockx.com/gucci-bambi-web-silver
Balenciaga Speed Knit High Black (2019),Balenciaga,null,null,black,eu,m,39,47,561,659,null,training,https://stockx.com/balenciaga-speed-knit-high-black-2019
